model_id,solution_index,gene,L_value
088_6_0,0,v_Neural_Precursor,9
088_6_0,0,v_Progenitor,11
088_6_0,0,v_elavl3_HuC,17
088_6_0,0,v_her6,17
088_6_0,0,v_miR_9,17
088_6_0,0,v_zic5,17
