model_id,solution_index,gene,L_value
110_9_0,0,v_CckA,1
110_9_0,0,v_ChpT,2
110_9_0,0,v_ClpXP_RcdA,17
110_9_0,0,v_CpdR,5
110_9_0,0,v_CtrAb,3
110_9_0,0,v_DivJ,7
110_9_0,0,v_DivK,15
110_9_0,0,v_DivL,17
110_9_0,0,v_PleC,17
